ts1;1544.051193;1550.890428;1557.729663;1564.568898;1571.408133;1578.247368;1585.086603;1591.925838;1598.765072;1605.604307;1612.443542;1619.282777
ts2;716.1505866;718.4811702;720.8117539;723.1423375;725.4729211;727.8035048;730.1340884;732.464672;734.7952557;737.1258393;739.4564229;741.7870066
ts3;698.16468;781.8624179;774.6941346;784.7022023;802.7883249;731.2404034;672.0853463;781.3534771;689.1632156;767.4635137;830.3228313;714.3185156
ts4;985.1383722;987.3209644;989.5035567;991.6861489;993.8687411;996.0513333;998.2339256;1000.416518;1002.59911;1004.781702;1006.964295;1009.146887
ts5;522.6828132;522.5522823;522.4217515;522.2912207;522.1606899;522.030159;521.8996282;521.7690974;521.6385666;521.5080357;521.3775049;521.2469741
ts6;967.5898986;941.9731119;877.7891269;889.224776;934.3708947;909.2526858;896.534652;936.5517936;878.983963;874.4582597;869.6552188;867.2862183
ts7;529.0608134;529.9777016;533.1915275;543.8051219;537.5990216;541.1607467;533.577875;544.9565736;539.3046582;551.2913178;538.3600657;549.6561967
ts8;491.8268351;501.7146526;491.8235255;493.7453518;498.131931;497.4159566;503.2387216;498.629814;503.1320083;501.2423124;502.0649036;507.0520406
ts9;430.937299;400.3451483;449.7341963;449.2206819;411.833882;372.8397584;420.7396135;376.129406;416.7947259;369.5032264;376.7305898;388.4439924
ts10;12.40644676;12.48340968;12.5603726;12.63733552;12.71429844;12.79126136;12.86822428;12.9451872;13.02215012;13.09911304;13.17607596;13.25303888
ts11;500.5483967;480.6501864;504.2985553;503.3969893;487.537899;482.7396257;509.2603829;501.6780207;489.8654252;501.5167474;500.4622988;490.1744103
ts12;480.2695054;482.1084977;483.94749;485.7864822;487.6254745;489.4644668;491.3034591;493.1424514;494.9814437;496.820436;498.6594283;500.4984205
ts13;1093.920778;1045.546537;887.4690638;1082.320859;1217.420437;1114.04739;995.2963194;876.1235241;1029.397118;1142.77622;1120.144393;1016.427772
ts14;1327.500664;1309.269721;1309.647112;1410.597668;1479.269187;1585.666478;1432.679986;1454.76737;1449.428991;1595.472575;1480.318829;1456.756405
ts15;988.4015535;1204.264143;1396.720168;1350.178216;1482.159189;1528.535965;1302.427077;876.7782378;1124.027116;1059.88156;1095.859688;1345.556982
ts16;2120.221477;1759.841792;1661.868519;1701.403955;1859.700278;2059.855775;2069.209694;2123.117508;1798.014417;1943.780082;1938.866107;2109.954567
ts17;967.4213587;787.3886091;755.85762;866.5799864;743.5284826;757.1629064;959.6389043;824.7318758;885.5617161;907.2999777;785.3708003;814.3693472
ts18;683.5272421;913.3568131;836.6858777;1009.749606;912.3154897;810.870109;694.4885651;612.2800216;938.581136;725.7276966;832.1303824;793.313612
ts19;1309.016417;1518.056527;1699.612487;1409.667401;1613.904955;1605.389151;1369.123013;1587.51565;1805.15833;1661.31374;1698.559855;1765.030551
ts20;1584.135304;1415.4467;1403.976269;1329.272192;1573.097385;1651.891776;1526.354137;1366.022214;1502.769667;1530.924475;1620.079466;1665.49197
ts21;223.8643294;209.3401271;133.9297522;204.9939662;203.1523023;201.4323781;172.1596004;121.1968938;197.6834522;197.1084857;123.1138742;194.0436893
ts22;141.0894892;177.2581667;162.4922917;140.2602444;170.8324163;191.7686952;155.3757902;134.2245305;191.4019618;137.9521361;183.4822343;177.6182227
ts23;231.4396804;288.654805;277.8478297;276.3937781;254.2284955;283.9735288;237.865084;208.6495863;219.6883582;256.774275;218.3657279;247.328474
ts24;184.4349163;178.7827946;180.3806481;181.6432446;202.4038597;197.6452282;182.2568668;221.1804363;182.8490398;155.664643;170.415232;165.7256736
ts25;1144.05266;1152.196346;1160.340032;1168.483718;1176.627404;1184.77109;1192.914776;1201.058462;1209.202148;1217.345834;1225.48952;1233.633206
ts26;849.1769288;875.3362298;947.4569941;905.1345323;940.8982371;892.9494804;933.8115853;906.2698127;870.6641105;914.7693821;862.3344098;924.2445985
ts27;1022.078595;862.561477;922.1233189;860.9890854;922.1040176;977.9016126;885.2807349;749.2157935;969.5847736;920.5675388;870.8355921;833.4970372
ts28;1860.495298;1845.556273;1787.734434;1775.117859;1913.839815;2060.11675;1920.621388;2058.500174;2112.889661;1927.463837;2027.241892;1955.105269
ts29;809.8489953;811.7566229;813.6642506;815.5718782;817.4795058;819.3871335;821.2947611;823.2023887;825.1100164;827.017644;828.9252716;830.8328993
ts30;522.1361507;521.351082;520.5660133;519.7809446;518.9958759;518.2108073;517.4257386;516.6406699;515.8556012;515.0705325;514.2854638;513.5003951
ts31;361.1917078;348.9772712;372.2818027;354.1105343;344.6546788;379.4988565;354.0846116;367.1509523;374.8696057;360.5735544;373.7613381;364.9860752
ts32;740.4192599;744.6746308;748.9300017;753.1853726;757.4407435;761.6961144;765.9514853;770.2068562;774.4622271;778.717598;782.9729689;787.2283398
ts33;695.8805948;690.2890648;684.6975348;679.1060048;673.5144748;667.9229448;662.3314148;656.7398847;651.1483547;645.5568247;639.9652947;634.3737647
ts34;1146.466096;955.6963382;1058.37195;1305.338753;1095.558027;1042.73423;1077.345619;1078.805098;1036.701592;976.9389942;953.1885589;953.7667213
ts35;398.918795;404.7685947;399.2550801;390.4237236;393.2481679;383.1866661;376.5079777;371.9469193;368.478948;364.0623906;357.0506147;352.676565
ts36;523.1731435;525.8126269;528.4521104;531.0915939;533.7310774;536.3705608;539.0100443;541.6495278;544.2890112;546.9284947;549.5679782;552.2074617
ts37;1850.437081;2009.192281;1754.855368;1887.451471;1761.550217;2149.499439;1840.841434;2263.165137;2038.885311;2328.862976;2059.185614;2264.327599
ts38;342.4131;387.9456;346.2247;347.3013;412.6448;365.7622;391.4061;401.3307;354.3847;339.8064;337.9032;388.8529
ts39;1325.9;1883.4;1803.9;1921.2;1977.4;1442.3;1519.5;1325.6;1800.9;1338.3;1534.1;1818.4
ts40;1078.3;871.3;1147.1;988.3;1034;981.5;1193.2;974;990.5;891.2;806;936
ts41;49.5531;44.683;48.2536;51.8528;44.248;42.5563;42.0855;52.4501;46.5187;48.9824;41.1626;49.5282
ts42;907.3;922.9;1223;918.1;1187.5;1240.1;1027.8;1313.5;970.1;933.3;1257.8;987.2
ts43;469.6289;462.2684;440.4307;445.553;454.6941;503.6822;507.3096;447.9465;446.7394;485.4006;493.6912;486.5661
ts44;127.9523;137.1046;127.5697;115.6002;121.6869;115.1502;122.2194;121.7043;121.9137;132.706;127.3491;130.4178
ts45;1255.4;1716.9;1263.1;1197;1614.4;1155.6;1267.4;1325.9;1433.4;1088.1;1520.6;1208.3
ts46;1623.8;1302.8;1351.3;1570.4;1248;1308;1481.5;1423.2;1413.9;1463.6;1325.8;1409.3
ts47;581.2204;569.9531;539.2739;585.6054;650.5332;516.4093;568.6021;509.7482;608.0828;545.5601;546.1661;540.2231
ts48;2173.3;1898.3;2333.1;2378.2;2149.6;2423.6;2340;2175.3;2445.7;2169.1;1899.6;2473.4
ts49;0.8905;0.8954;0.8953;0.8924;0.8914;0.8911
ts50;0.8689;0.8644;0.9202;0.8735;0.9336;0.8689
ts51;4584800;4509200;5112300;4292400;5104200;3961100;5300300;4126300;5936400;5253300;6281300;5451700
ts52;2785500;3931300;2859200;2205700;2315000;2398400;2600400;4377200;2976800;2623300;2988200;2377200
ts53;10195;10201;10192;10218;10209;10220;10203;10196;10204;10201;10210;10204
ts54;1483700000;1483700000;1483700000;1483700000;1483700000;1483700000
ts55;1481500000;1480500000;1480900000;1483600000;1483900000;1483400000
ts56;258.7511;292.4186;369.2702;367.6026;165.5274;337.865
ts57;10084;10228;10007;9800;9812;9847
ts58;500.9509;493.2552;483.0408;474.3995;473.6197;471.8378
ts59;29122;27424;31927;28481;37143;25581;26705;25677;34808;40368;32863;40365
ts60;82427;79706;83974;82405;84115;88017
ts61;5070;5768.4;5791.8;5576.8;5379.6;5401.5;5472.7;5683.5;5782.1;5773.8;5699.3;5595.3
ts62;580.8633;560.8367;582.965;565.4995;563.9936;431.1144;399.5506;382.3699;352.8268;363.7587;374.3269;381.8589
ts63;595.6024;675.6578;629.5738;542.0078;479.9087;519.1301;683.0821;749.7895;636.4081;444.6924;431.9304;509.9078
ts64;485.9335;411.9197;519.9953;575.9946;507.9028;684.9368;426.8575;669.1735;559.5747;307.6482;504.1274;431.8563
ts65;16793;16592;16419;16669;14804;15966
ts66;48114;48888;54995;51488;57002;54083;58268;56463;60467;60680;61006;60646
ts67;44355;40715;47655;44586;41420;43488
ts68;25284;23831;23892;23495;23192;23147
ts69;33275;37140;37490;34620;32772;36147
ts70;100210000;119270000;106500000;106490000;111620000;102510000
ts71;12484000;9756000;8694000;8094000;8177000;8072000
ts72;21138000;20262000;22935000;23371000;20425000;24268000
